index,LOCATION,SUBJECT,MEASURE,TIME,Value
303,MEX,RICE,TONNE_HA,2005,5.065292118
4162,PRY,RICE,THND_TONNE,2016,644.9658118
11663,CHE,MAIZE,TONNE_HA,2006,8.444444444
4536,BRICS,RICE,THND_TONNE,1997,226741.08
13052,MYS,SOYBEAN,THND_HA,1995,0.003
9681,CAN,WHEAT,THND_TONNE,1991,31945.6
15608,KAZ,SOYBEAN,THND_TONNE,2004,50.0
465,TUR,WHEAT,TONNE_HA,2023,3.199258541
19765,CHN,SOYBEAN,THND_HA,2006,9280.0
4209,SSA,RICE,THND_HA,1991,6042.014484
16038,ISR,WHEAT,TONNE_HA,2002,2.386666775
12484,CHL,MAIZE,TONNE_HA,2003,10.81818199
5123,MOZ,WHEAT,THND_HA,2016,18.47377507
15701,NZL,MAIZE,THND_HA,2025,19.46615141
8960,BRICS,WHEAT,THND_HA,2025,81788.54372
17225,GHA,MAIZE,TONNE_HA,2017,2.683241303
9942,IRN,WHEAT,THND_TONNE,2005,14308.0
11752,CHL,MAIZE,THND_HA,2023,130.061677
17661,URY,MAIZE,THND_TONNE,2021,573.9642844
9864,CHN,RICE,THND_HA,1999,31283.0
8544,THA,RICE,THND_HA,1997,9913.000065
18738,SAU,SOYBEAN,TONNE_HA,2018,0.000912371
2320,SDN,WHEAT,TONNE_HA,2006,2.193442583
10371,MYS,MAIZE,THND_HA,2002,23.99999935
2019,PHL,WHEAT,TONNE_HA,1993,0.0009
9563,CHL,WHEAT,THND_TONNE,2017,1559.947065
567,DZA,RICE,TONNE_HA,2017,0.731543933
14023,TZA,SOYBEAN,THND_HA,1994,5.699999809
20297,EU28,MAIZE,TONNE_HA,2011,7.587429492
19012,USA,SOYBEAN,THND_TONNE,2004,85022.784
4486,CHE,RICE,THND_TONNE,2019,0.0
1945,PER,WHEAT,TONNE_HA,1991,0.852941155
14007,EGY,SOYBEAN,TONNE_HA,2014,3.076923077
7487,TZA,WHEAT,THND_HA,2009,149.199994
19253,PER,SOYBEAN,THND_HA,1993,0.643999994
17307,PHL,SOYBEAN,THND_TONNE,1991,3.24000001
15778,ARG,SOYBEAN,TONNE_HA,1994,2.044313395
2570,URY,RICE,TONNE_HA,2004,4.741523743
12371,CHL,SOYBEAN,THND_TONNE,1994,0.0009
13795,UKR,SOYBEAN,THND_HA,2018,1970.786693
6263,MYS,RICE,THND_HA,2004,680.7000196
9771,TUR,RICE,THND_TONNE,2009,450.0
15297,ZAF,SOYBEAN,THND_HA,2017,669.6437494
10322,HTI,MAIZE,THND_TONNE,2025,236.0315566
19524,CHN,SOYBEAN,TONNE_HA,2017,1.851084268
18236,HTI,SOYBEAN,THND_TONNE,2020,0.000958092
7762,BRICS,RICE,THND_HA,1996,78877.0395
3283,EU28,WHEAT,TONNE_HA,2025,5.785146629
13707,MOZ,SOYBEAN,THND_TONNE,2002,0.0009
1138,ETH,RICE,TONNE_HA,2012,1.881578922
20387,OECD,MAIZE,THND_TONNE,2005,382317.7119
8379,WLD,WHEAT,THND_TONNE,2012,662056.7634
18644,TUR,SOYBEAN,THND_HA,1996,30.76923077
15758,VNM,MAIZE,TONNE_HA,2010,4.387428761
7803,MYS,WHEAT,THND_HA,2001,1.000000017
7514,HTI,WHEAT,THND_TONNE,2000,0.0009
12952,MEX,MAIZE,THND_TONNE,2003,20701.41985
16664,NZL,MAIZE,TONNE_HA,1996,9.938461538
158,JPN,RICE,TONNE_HA,2004,4.64984127
15731,KAZ,MAIZE,TONNE_HA,2019,5.619484082
20116,CHE,SOYBEAN,TONNE_HA,1997,2.605409076
2060,RUS,RICE,TONNE_HA,1998,1.891528292
881,CHL,WHEAT,TONNE_HA,2007,4.070110798
17657,URY,MAIZE,THND_TONNE,2017,546.2489306
14316,PRY,MAIZE,THND_HA,1999,352.9999925
4959,ISR,WHEAT,THND_TONNE,1993,217.0
7050,PHL,RICE,THND_HA,1999,3995.000048
15739,VNM,MAIZE,TONNE_HA,1991,1.5
11552,SAU,MAIZE,TONNE_HA,2003,4.0
8952,BRICS,WHEAT,THND_HA,2017,82202.65723
6762,AUS,WHEAT,THND_HA,1999,12167.5
6615,DZA,WHEAT,THND_TONNE,1996,2983.0
9100,USA,RICE,THND_HA,2021,1159.754392
4802,MOZ,RICE,THND_HA,2011,238.7999989
14294,IDN,MAIZE,THND_TONNE,2013,18511.9
6299,MOZ,RICE,THND_TONNE,2004,118.3257969
12269,ISR,SOYBEAN,THND_TONNE,2000,0.0009
13160,GHA,SOYBEAN,TONNE_HA,1995,1.0
6505,EGY,RICE,THND_HA,1994,578.9999821
10669,CAN,MAIZE,TONNE_HA,2015,10.337
8632,MYS,WHEAT,THND_TONNE,2013,0.0009
7749,KOR,RICE,THND_HA,2019,742.8995036
2058,RUS,RICE,TONNE_HA,1996,1.50456386
16702,UKR,SOYBEAN,THND_TONNE,1998,36.0
13738,ETH,SOYBEAN,THND_HA,1997,7.0
17143,TZA,SOYBEAN,THND_TONNE,2007,2.099999905
7075,PHL,RICE,THND_HA,2024,4534.875989
8771,JPN,RICE,THND_HA,2013,1599.0
6339,KAZ,WHEAT,THND_TONNE,2008,12538.0
15793,ARG,SOYBEAN,TONNE_HA,2009,1.847772941
5821,NOR,WHEAT,THND_HA,1994,68.0
4716,CHN,RICE,THND_TONNE,1997,137503.5
2215,ZAF,RICE,TONNE_HA,2009,2.000999928
6994,PAK,WHEAT,THND_HA,2015,9179.999627
1482,KAZ,RICE,TONNE_HA,1996,1.705084801
13307,ZMB,SOYBEAN,TONNE_HA,1998,2.279276321
9445,BRICS,WHEAT,THND_TONNE,2007,240495.03
6632,DZA,WHEAT,THND_TONNE,2013,3300.0
9010,IDN,RICE,THND_HA,2003,11488.00042
5444,URY,RICE,THND_TONNE,2013,951.3
8981,HTI,RICE,THND_TONNE,2010,94.11370313
16135,ETH,MAIZE,THND_HA,1991,837.9999905
11892,DZA,MAIZE,THND_TONNE,2019,0.000984826
2548,UKR,WHEAT,TONNE_HA,2018,3.597522362
642,ARG,RICE,TONNE_HA,2020,4.917078397
16046,ISR,WHEAT,TONNE_HA,2010,1.666666627
12783,PER,MAIZE,THND_TONNE,2014,1547.0
3469,ZAF,RICE,THND_TONNE,2003,2.001
8799,EU28,RICE,THND_HA,2008,412.053567
14092,MOZ,MAIZE,TONNE_HA,1991,0.324083239
2398,TZA,WHEAT,TONNE_HA,2012,0.991803288
4064,TUR,WHEAT,THND_HA,1990,9431.999509
4781,MOZ,RICE,THND_HA,1990,110.0000035
1858,PRY,RICE,TONNE_HA,2012,3.433088303
16447,MOZ,MAIZE,THND_TONNE,1995,734.0
6579,COL,WHEAT,THND_TONNE,1996,65.0
14065,CHE,MAIZE,THND_HA,2000,22.0
17150,TZA,SOYBEAN,THND_TONNE,2014,2.099999905
3355,EU28,RICE,THND_TONNE,1997,1724.378773
521,USA,WHEAT,TONNE_HA,2007,2.725682986
7859,JPN,WHEAT,THND_TONNE,2021,880.5368127
4030,VNM,RICE,THND_HA,1992,6474.999912
17946,SAU,SOYBEAN,THND_HA,2018,1.016541286
19992,BRICS,SOYBEAN,TONNE_HA,2017,2.346500822
19054,AUS,SOYBEAN,THND_HA,2010,17.0
11583,THA,SOYBEAN,TONNE_HA,1998,1.429999048
10129,VNM,WHEAT,THND_HA,2012,1.000000017
19522,CHN,SOYBEAN,TONNE_HA,2015,1.803278689
15881,GHA,SOYBEAN,THND_TONNE,2025,0.001054431
11614,PER,MAIZE,THND_HA,1993,356.9999819
20178,TUR,MAIZE,TONNE_HA,2023,10.69936714
872,CHL,WHEAT,TONNE_HA,1998,3.530973434
16685,NZL,MAIZE,TONNE_HA,2017,11.02235988
13359,MEX,MAIZE,THND_HA,2014,7060.27467
11264,MOZ,SOYBEAN,TONNE_HA,1998,1.0
4231,SSA,RICE,THND_HA,2013,9739.562348
16233,SDN,SOYBEAN,THND_HA,2017,0.000908228
306,MEX,RICE,TONNE_HA,2008,2.935942367
15459,CHE,SOYBEAN,THND_HA,1999,0.952000022
16074,NGA,MAIZE,THND_HA,2002,4489.999874
20084,ZAF,SOYBEAN,TONNE_HA,2001,1.691502194
19405,PHL,MAIZE,THND_HA,2006,2570.730075
5181,ZAF,RICE,THND_HA,2002,1.000000036
12794,PER,MAIZE,THND_TONNE,2025,2166.529296
15266,URY,MAIZE,TONNE_HA,2022,5.253886761
1924,PER,RICE,TONNE_HA,2006,4.676112652
9093,USA,RICE,THND_HA,2014,1185.73291
16112,ZMB,SOYBEAN,THND_TONNE,2004,12.0
14610,CHE,MAIZE,THND_TONNE,2005,126.0
6208,ISR,RICE,THND_HA,2021,1.016739818
10186,KAZ,SOYBEAN,TONNE_HA,1997,1.103666703
5161,IND,RICE,THND_TONNE,2018,115637.401
15367,AUS,MAIZE,THND_TONNE,2015,383.2202014
15154,PER,MAIZE,TONNE_HA,2014,3.176591396
8722,KOR,RICE,THND_TONNE,2000,5290.771
4301,IDN,WHEAT,THND_HA,2011,1.000000017
10327,MEX,SOYBEAN,THND_TONNE,1994,522.583
5936,SSA,WHEAT,THND_TONNE,2001,2802.2809
260,KOR,WHEAT,TONNE_HA,1998,3.484693878
14239,ETH,SOYBEAN,THND_TONNE,1994,21.0
8815,EU28,RICE,THND_HA,2024,406.7560023
1091,EGY,WHEAT,TONNE_HA,2001,6.356707096
16256,IND,MAIZE,THND_TONNE,2004,14180.0
6931,URY,WHEAT,THND_HA,2024,288.28175
4649,MYS,RICE,THND_TONNE,2002,1420.619125
16948,EGY,MAIZE,THND_HA,1992,825.9999691
10439,NOR,SOYBEAN,THND_HA,1998,0.0
7142,PHL,RICE,THND_TONNE,2019,12686.09343
11545,SAU,MAIZE,TONNE_HA,1996,2.333333254
11096,USA,MAIZE,THND_TONNE,2010,316178.694
13750,ETH,SOYBEAN,THND_HA,2009,7.0
532,USA,WHEAT,TONNE_HA,2018,3.139950531
2417,THA,RICE,TONNE_HA,1995,1.599319696
15124,CAN,SOYBEAN,THND_HA,2020,2218.674955
4676,MEX,RICE,THND_HA,1993,58.939
2921,OECD,RICE,TONNE_HA,2008,4.944029394
14535,THA,SOYBEAN,THND_TONNE,2002,236.0
2249,ZAF,WHEAT,TONNE_HA,2007,3.014240503
5479,NZL,WHEAT,THND_TONNE,2012,447.799
10101,TUR,RICE,THND_HA,2020,120.1086325
20447,OECD,MAIZE,TONNE_HA,2002,6.895677284
15695,NZL,MAIZE,THND_HA,2019,19.17978394
1718,NGA,RICE,TONNE_HA,2016,1.097007685
11247,IDN,MAIZE,TONNE_HA,2017,5.174726698
2459,THA,WHEAT,TONNE_HA,2001,0.0009
6793,TZA,RICE,THND_TONNE,1994,399.1
19995,BRICS,SOYBEAN,TONNE_HA,2020,2.425724869
9666,MEX,WHEAT,THND_HA,2012,578.83638
19627,COL,MAIZE,TONNE_HA,2012,3.448339462
3338,IRN,WHEAT,THND_HA,2012,6118.999772
14418,BRA,MAIZE,THND_HA,1993,13748.813
18658,TUR,SOYBEAN,THND_HA,2010,21.75
14978,BRA,MAIZE,THND_TONNE,2018,86419.60477
19853,PHL,SOYBEAN,TONNE_HA,2022,0.850789421
6621,DZA,WHEAT,THND_TONNE,2002,1502.0
10883,SSA,SOYBEAN,THND_HA,2013,1065.857062
14882,PAK,MAIZE,THND_TONNE,1994,1318.0
7470,TZA,WHEAT,THND_HA,1992,43.99999893
3691,NOR,WHEAT,THND_TONNE,2009,400.0
5767,KAZ,WHEAT,THND_HA,2012,13500.00007
4395,THA,WHEAT,THND_TONNE,1997,0.75
6205,ISR,RICE,THND_HA,2018,1.01346042
2903,SSA,WHEAT,TONNE_HA,2022,2.562296541
1839,PRY,RICE,TONNE_HA,1993,1.799999952
8687,ARG,RICE,THND_HA,2001,151.0
18496,ZMB,MAIZE,THND_TONNE,1992,483.0
14165,TZA,SOYBEAN,TONNE_HA,1992,0.34615385
16877,SAU,MAIZE,THND_TONNE,1993,6.0
6758,AUS,WHEAT,THND_HA,1995,9220.7
14858,RUS,SOYBEAN,THND_HA,2006,845.0
11947,PAK,MAIZE,TONNE_HA,2002,1.856868029
13665,USA,SOYBEAN,TONNE_HA,1996,2.526633419
620,ARG,RICE,TONNE_HA,1998,5.109004739
1656,MOZ,WHEAT,TONNE_HA,1990,0.0009
2628,VNM,RICE,TONNE_HA,1990,2.121971607
17268,IND,SOYBEAN,THND_HA,2024,13188.43055
18189,CAN,SOYBEAN,TONNE_HA,2009,2.53708295
16831,ETH,MAIZE,THND_TONNE,2019,7703.872771
1999,PHL,RICE,TONNE_HA,2009,2.302881718
8586,USA,RICE,THND_TONNE,2003,6312.113369
3881,BGD,RICE,THND_HA,2019,11500.42606
16365,EGY,SOYBEAN,THND_TONNE,2021,45.19891553
4215,SSA,RICE,THND_HA,1997,6859.515412
14539,THA,SOYBEAN,THND_TONNE,2006,212.0
11924,ARG,MAIZE,THND_HA,2015,6000.0
7224,JPN,WHEAT,THND_HA,1998,162.2
1723,NGA,RICE,TONNE_HA,2021,1.143101044
5747,KAZ,WHEAT,THND_HA,1992,13876.99971
6104,BGD,RICE,THND_TONNE,2025,38639.31782
19973,BRICS,SOYBEAN,TONNE_HA,1998,1.861573111
2407,TZA,WHEAT,TONNE_HA,2021,1.326163315
8573,USA,RICE,THND_TONNE,1990,4928.082909
3465,ZAF,RICE,THND_TONNE,1999,2.001
9149,UKR,WHEAT,THND_TONNE,1998,17000.0
20308,EU28,MAIZE,TONNE_HA,2022,7.490856746
9273,SSA,WHEAT,THND_HA,2014,2336.301165
18849,UKR,SOYBEAN,TONNE_HA,2021,2.31422382
443,TUR,WHEAT,TONNE_HA,2001,2.032834291
11963,PAK,MAIZE,TONNE_HA,2018,4.304984513
16081,NGA,MAIZE,THND_HA,2009,4315.000103
376,NZL,WHEAT,TONNE_HA,2006,8.496780719
825,BRA,WHEAT,TONNE_HA,2023,2.929867461
704,BGD,RICE,TONNE_HA,2010,2.876681805
12041,USA,MAIZE,THND_HA,2024,33692.00976
16428,BRICS,SOYBEAN,THND_HA,2012,44845.571
2655,VNM,RICE,TONNE_HA,2017,3.922275007
11071,PAK,MAIZE,THND_HA,2021,1218.568285
18669,TUR,SOYBEAN,THND_HA,2021,47.11646782
11467,JPN,MAIZE,THND_HA,1990,0.317
3442,BRA,RICE,THND_TONNE,2012,7853.91908
10562,BRICS,SOYBEAN,THND_TONNE,2013,104871.971
6820,TZA,RICE,THND_TONNE,2021,1977.947764
12689,BRA,MAIZE,TONNE_HA,1992,2.532138697
9430,BRICS,WHEAT,THND_TONNE,1992,207563.268
13474,PAK,SOYBEAN,THND_HA,2021,8.030044553
2337,SDN,WHEAT,TONNE_HA,2023,2.01857351
4872,BGD,WHEAT,THND_TONNE,2009,849.0
3066,NZL,RICE,TONNE_HA,2015,0.0
11503,IND,SOYBEAN,THND_TONNE,1990,2601.5
17376,ZAF,MAIZE,THND_TONNE,2024,13919.16651
12227,CHN,MAIZE,THND_HA,1994,21152.0
3909,PRY,RICE,THND_HA,2011,80.29999824
12441,WLD,MAIZE,TONNE_HA,1996,4.11961171
15068,GHA,SOYBEAN,THND_HA,2000,0.0009
18086,AUS,SOYBEAN,TONNE_HA,2014,2.0
703,BGD,RICE,TONNE_HA,2009,2.791941166
5172,ZAF,RICE,THND_HA,1993,1.0
1934,PER,RICE,TONNE_HA,2016,5.356623679
4694,MEX,RICE,THND_HA,2011,34.03744
11306,MOZ,SOYBEAN,THND_HA,2004,0.0009
5526,CHL,RICE,THND_HA,2023,24.41323282
16819,ETH,MAIZE,THND_TONNE,2007,3337.0
8031,EU28,WHEAT,THND_HA,2019,26670.52066
2804,WLD,WHEAT,TONNE_HA,1995,2.504995741
8272,COL,RICE,THND_TONNE,2008,1640.772
10868,SSA,SOYBEAN,THND_HA,1998,863.7126997
14748,CHL,MAIZE,THND_TONNE,2004,1321.0
12614,URY,SOYBEAN,TONNE_HA,2025,3.221142509
15163,PER,MAIZE,TONNE_HA,2023,4.062385531
15843,JPN,SOYBEAN,TONNE_HA,2023,1.75925838
4129,NZL,WHEAT,THND_HA,2019,51.34737962
1049,EGY,RICE,TONNE_HA,1995,5.619728088
16240,SDN,SOYBEAN,THND_HA,2024,0.000916195
9601,PAK,WHEAT,THND_TONNE,2019,27511.43449
15299,ZAF,SOYBEAN,THND_HA,2019,736.2163241
11480,JPN,MAIZE,THND_HA,2003,0.064
13063,MYS,SOYBEAN,THND_HA,2006,0.003
18575,IND,SOYBEAN,TONNE_HA,1999,0.803963704
4617,NOR,RICE,THND_HA,2006,0.0
18897,NZL,MAIZE,THND_TONNE,1997,176.1
908,CHN,RICE,TONNE_HA,1998,4.360790671
14408,HTI,WHEAT,TONNE_HA,2019,0.000953923
2293,SDN,RICE,TONNE_HA,2015,3.724359035
8709,ARG,RICE,THND_HA,2023,270.8474375
7273,IND,RICE,THND_HA,2011,44006.30086
5651,ZMB,WHEAT,THND_TONNE,2004,82.858
16167,ETH,MAIZE,THND_HA,2023,2247.197635
9787,TUR,RICE,THND_TONNE,2025,595.8284556
4121,NZL,WHEAT,THND_HA,2011,54.769
12724,SAU,MAIZE,THND_HA,1991,2.0
8303,HTI,RICE,THND_HA,2003,53.49999944
18740,SAU,SOYBEAN,TONNE_HA,2020,0.000918899
7229,JPN,WHEAT,THND_HA,2003,212.2
1701,NGA,RICE,TONNE_HA,1999,0.897398472
5879,GHA,WHEAT,THND_TONNE,2016,0.000917059
13846,NOR,MAIZE,TONNE_HA,1997,1.0
11573,SAU,MAIZE,TONNE_HA,2024,6.56331353
11026,MEX,MAIZE,TONNE_HA,2012,3.187402372
978,COL,RICE,TONNE_HA,1996,3.279710054
13987,EGY,SOYBEAN,TONNE_HA,1994,2.434350313
15146,PER,MAIZE,TONNE_HA,2006,3.794856548
15726,KAZ,MAIZE,TONNE_HA,2014,5.269841194
7730,KOR,RICE,THND_HA,2000,1072.363
7570,KAZ,RICE,THND_TONNE,2020,292.2499319
6194,ISR,RICE,THND_HA,2007,1.000000017
15625,KAZ,SOYBEAN,THND_TONNE,2021,234.3555177
10316,HTI,MAIZE,THND_TONNE,2019,213.1278608
4960,ISR,WHEAT,THND_TONNE,1994,103.0
12325,CAN,MAIZE,THND_HA,2020,1389.434421
19966,BRICS,SOYBEAN,TONNE_HA,1991,1.511708456
4364,URY,WHEAT,THND_TONNE,2002,206.0
9820,CHE,WHEAT,THND_TONNE,2022,554.1015
10648,CAN,MAIZE,TONNE_HA,1994,7.387895602
18885,PRY,SOYBEAN,TONNE_HA,2021,2.636848171
10764,BRA,SOYBEAN,THND_HA,2002,16359.441
7699,ZAF,WHEAT,THND_HA,2005,805.0000065
16891,SAU,MAIZE,THND_TONNE,2007,135.0
11651,CHE,MAIZE,TONNE_HA,1994,8.862068966
13821,IND,MAIZE,TONNE_HA,2008,2.413750887
10899,COL,MAIZE,THND_HA,1993,731.0000029
12701,BRA,MAIZE,TONNE_HA,2004,3.367065149
18369,PAK,SOYBEAN,TONNE_HA,2009,1.125
2416,THA,RICE,TONNE_HA,1994,1.557158828
14009,EGY,SOYBEAN,TONNE_HA,2016,3.20366544
1614,MYS,WHEAT,TONNE_HA,2020,0.000963106
18677,ZMB,MAIZE,THND_HA,1993,633.0000076
2366,TZA,RICE,TONNE_HA,2016,1.591198554
12727,SAU,MAIZE,THND_HA,1994,3.0
18563,TZA,MAIZE,THND_HA,2023,3509.650523
4786,MOZ,RICE,THND_HA,1995,130.0000037
3996,SSA,RICE,THND_TONNE,1994,5886.8207
7074,PHL,RICE,THND_HA,2023,4539.4776
7540,KAZ,RICE,THND_TONNE,1990,0.0027
3679,NOR,WHEAT,THND_TONNE,1997,256.0
17971,IRN,SOYBEAN,TONNE_HA,2007,1.428571429
15527,VNM,SOYBEAN,THND_TONNE,1995,125.5
10807,MYS,MAIZE,TONNE_HA,2009,1.830769181
15056,BGD,MAIZE,TONNE_HA,2024,7.781458472
11051,PAK,MAIZE,THND_HA,2001,941.5999698
16047,ISR,WHEAT,TONNE_HA,2011,1.538461566
9387,SAU,RICE,THND_HA,2021,1.099388792
15498,AUS,MAIZE,TONNE_HA,2002,5.634807418
8408,URY,RICE,THND_HA,2005,181.300009
17755,RUS,MAIZE,THND_HA,2007,1509.0
4970,ISR,WHEAT,THND_TONNE,2004,128.0
5531,ETH,RICE,THND_TONNE,1992,0.0027
6101,BGD,RICE,THND_TONNE,2022,37496.10432
6395,TZA,WHEAT,THND_TONNE,1992,59.0
9276,SSA,WHEAT,THND_HA,2017,2421.342308
5608,RUS,WHEAT,THND_TONNE,1997,44235.132
12798,ZAF,MAIZE,THND_HA,1993,4377.00008
8093,CHN,WHEAT,THND_HA,2009,24291.0
19226,SDN,MAIZE,THND_TONNE,2002,53.0
4878,BGD,WHEAT,THND_TONNE,2015,1350.0
3804,ISR,RICE,THND_TONNE,2014,0.0009
16529,UKR,MAIZE,TONNE_HA,2005,4.317470074
6486,SDN,WHEAT,THND_TONNE,2011,324.0
16848,DZA,SOYBEAN,TONNE_HA,2000,1.0
13082,MYS,SOYBEAN,THND_HA,2025,0.002958429
7663,GHA,WHEAT,THND_HA,2005,1.000000017
20136,CHE,SOYBEAN,TONNE_HA,2017,2.512621359
8778,JPN,RICE,THND_HA,2020,1486.997037
17831,KAZ,MAIZE,THND_HA,2011,97.99999922
7546,KAZ,RICE,THND_TONNE,1996,150.9
10829,RUS,SOYBEAN,THND_TONNE,1995,290.0
11263,MOZ,SOYBEAN,TONNE_HA,1997,1.0
18200,CAN,SOYBEAN,TONNE_HA,2020,2.764
15026,BGD,MAIZE,TONNE_HA,1994,1.0
12836,IRN,SOYBEAN,THND_TONNE,1995,79.0
11596,THA,SOYBEAN,TONNE_HA,2011,0.548571429
16892,SAU,MAIZE,THND_TONNE,2008,163.0
2340,TZA,RICE,TONNE_HA,1990,1.390462399
2913,OECD,RICE,TONNE_HA,2000,4.903348741
7004,PAK,WHEAT,THND_HA,2025,9271.559394
13195,SSA,SOYBEAN,TONNE_HA,1994,0.531620924
16144,ETH,MAIZE,THND_HA,2000,1656.000039
7207,WLD,WHEAT,THND_HA,2017,222805.4135
9384,SAU,RICE,THND_HA,2018,1.093521399
10509,SSA,MAIZE,TONNE_HA,1996,1.333078106
2477,THA,WHEAT,TONNE_HA,2019,0.000960351
8674,OECD,WHEAT,THND_TONNE,2024,305036.367
9995,JPN,RICE,THND_TONNE,2022,7565.835648
12687,BRA,MAIZE,TONNE_HA,1990,1.808395645
17690,SDN,MAIZE,TONNE_HA,2014,1.0
4558,BRICS,RICE,THND_TONNE,2019,267478.4207
13101,JPN,MAIZE,THND_TONNE,2008,0.16
7904,NZL,RICE,THND_TONNE,1995,0.0
15961,UKR,MAIZE,THND_HA,1997,1625.999943
18123,JPN,MAIZE,TONNE_HA,2015,2.643646029
16145,ETH,MAIZE,THND_HA,2001,1893.000013
13410,ISR,RICE,TONNE_HA,1993,0.0009
7039,CHL,WHEAT,THND_HA,2024,270.4273244
14015,EGY,SOYBEAN,TONNE_HA,2022,3.513353221
6021,CAN,RICE,THND_HA,2014,0.0
1126,ETH,RICE,TONNE_HA,2000,1.181818128
15911,HTI,SOYBEAN,TONNE_HA,2019,1.064020367
7308,COL,WHEAT,THND_HA,2010,21.00000062
20182,BRA,SOYBEAN,TONNE_HA,1991,2.019269084
6634,DZA,WHEAT,THND_TONNE,2015,2400.0
17134,TZA,SOYBEAN,THND_TONNE,1998,2.0
17282,KOR,MAIZE,THND_TONNE,2002,73.223
18426,SDN,MAIZE,THND_HA,1994,24.99999901
1669,MOZ,WHEAT,TONNE_HA,2003,1.052631617
14368,UKR,MAIZE,THND_TONNE,2015,21975.0
8870,CHN,WHEAT,THND_TONNE,2007,109298.0
8176,HTI,WHEAT,THND_HA,2020,0.962975474
13734,ETH,SOYBEAN,THND_HA,1993,6.800000191
18606,KOR,MAIZE,THND_HA,1994,21.667
13556,CHN,MAIZE,THND_TONNE,1995,111986.0
3898,PRY,RICE,THND_HA,2000,31.19999997
6744,THA,WHEAT,THND_HA,2017,1098.26004
7919,NZL,RICE,THND_TONNE,2010,0.0
6156,PAK,RICE,THND_HA,2005,2621.399952
3312,WLD,RICE,THND_TONNE,2022,543379.889
479,USA,RICE,TONNE_HA,2001,5.068125667
1596,MYS,WHEAT,TONNE_HA,2002,0.0009
15692,NZL,MAIZE,THND_HA,2016,19.1103
19192,URY,SOYBEAN,THND_HA,2004,155.0
8473,IRN,RICE,THND_HA,1998,614.9999976
9338,NZL,RICE,THND_HA,2008,0.0
11804,ZAF,SOYBEAN,THND_TONNE,2003,137.0
19833,PHL,SOYBEAN,TONNE_HA,2002,1.538461595
5715,TZA,RICE,THND_HA,1996,400.0000016
1786,PAK,RICE,TONNE_HA,2012,2.397618055
13661,USA,SOYBEAN,TONNE_HA,1992,2.529181482
20353,EU28,SOYBEAN,THND_HA,2003,412.8671556
18529,ZMB,MAIZE,THND_TONNE,2025,4284.741398
15867,GHA,SOYBEAN,THND_TONNE,2011,0.0009
14558,THA,SOYBEAN,THND_TONNE,2025,62.499119
8040,ZMB,RICE,THND_HA,1992,13.99999937
11581,THA,SOYBEAN,TONNE_HA,1996,1.405345915
883,CHL,WHEAT,TONNE_HA,2009,4.33712101
543,DZA,RICE,TONNE_HA,1993,0.699999988
10689,CHN,MAIZE,TONNE_HA,1999,4.944641754
17588,BGD,MAIZE,THND_TONNE,2020,2835.662462
16308,NZL,SOYBEAN,THND_TONNE,2000,0.0001
4919,EU28,WHEAT,THND_TONNE,2025,154579.7569
19327,HTI,SOYBEAN,THND_HA,1995,0.0009
19687,CHL,SOYBEAN,TONNE_HA,2000,1.0
1977,PER,WHEAT,TONNE_HA,2023,1.709642436
12960,MEX,MAIZE,THND_TONNE,2011,17635.4173
4457,CHE,RICE,THND_TONNE,1990,0.0
18445,SDN,MAIZE,THND_HA,2013,8.999999571
2160,SAU,WHEAT,TONNE_HA,1990,4.64332056
7820,MYS,WHEAT,THND_HA,2018,0.973650094
990,COL,RICE,TONNE_HA,2008,3.324092388
15819,JPN,SOYBEAN,TONNE_HA,1999,1.73012939
19108,THA,SOYBEAN,THND_HA,1992,343.2000122
5434,URY,RICE,THND_TONNE,2003,633.99
18176,CAN,SOYBEAN,TONNE_HA,1996,2.516237532
11727,CHL,MAIZE,THND_HA,1998,99.99999676
17662,URY,MAIZE,THND_TONNE,2022,582.4211855
510,USA,WHEAT,TONNE_HA,1996,2.438847895
13996,EGY,SOYBEAN,TONNE_HA,2003,2.230769231
8348,IND,WHEAT,THND_TONNE,2012,94880.0
8194,CAN,WHEAT,THND_HA,2002,8710.5
839,CHL,RICE,TONNE_HA,2001,3.372059345
16228,SDN,SOYBEAN,THND_HA,2012,0.0009
17700,SDN,MAIZE,TONNE_HA,2024,1.64053907
13274,MYS,MAIZE,THND_TONNE,2001,67.0
4839,BRA,RICE,THND_HA,2012,2413.288
4889,EU28,WHEAT,THND_TONNE,1995,119900.6896
17719,PER,SOYBEAN,TONNE_HA,2007,1.363636334
762,BRA,RICE,TONNE_HA,1996,1.766687028
18442,SDN,MAIZE,THND_HA,2010,36.00000123
18018,NZL,SOYBEAN,THND_HA,2018,0.0
4840,BRA,RICE,THND_HA,2013,2348.956
19078,TZA,MAIZE,THND_TONNE,1998,2750.0
7076,PHL,RICE,THND_HA,2025,4529.553392
1142,ETH,RICE,TONNE_HA,2016,1.776666683
6189,ISR,RICE,THND_HA,2002,1.000000017
10696,CHN,MAIZE,TONNE_HA,2006,5.326318659
10084,TUR,RICE,THND_HA,2003,64.99999846
5461,NZL,WHEAT,THND_TONNE,1994,244.763
12669,BGD,SOYBEAN,TONNE_HA,2008,1.50257802
5156,IND,RICE,THND_TONNE,2013,106650.0
1801,PAK,WHEAT,TONNE_HA,1991,1.841107368
4756,CAN,RICE,THND_TONNE,2001,0.0
